data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
6261630,120,CAO405,405,2015-06-15,2015,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Diamare,Maroua 1,Ngassa,10.5738,14.3653,1,Daily Trust (Nigeria),Regional,"Boko Haram attacked Dabanga and Ngassa, stealing supplies and taking hostages. Two security personnel died and many were injured in pursuit of the militants.",1,1572403711,CMR
6261041,120,CAO404,404,2015-06-15,2015,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Logone Birni,Dabanga,11.9179,14.6431,1,Daily Trust (Nigeria),Regional,"Boko Haram attacked Dabanga and Ngassa, stealing supplies and taking hostages. Two security personnel died and many were injured in pursuit of the militants.",1,1572403711,CMR
6315514,120,CAO403,403,2015-06-10,2015,1,Explosions/Remote violence,Grenade,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Makary,Blame,12.3315,14.5712,1,Xinhua,International,Two Cameroonian soldiers were killed and around 20 injured when Boko Haram attacked using grenades in the far north.,2,1572403786,CMR
5200101,120,CAO401,401,2015-05-30,2015,1,Protests,Peaceful protest,Protesters (Cameroon),Protestant Christian Group (Cameroon); Women (Cameroon),6,,,0,60,Middle Africa,Cameroon,Centre,Mfoundi,Yaounde 6,Yaounde,3.8667,11.5167,1,Cameroon Tribune,National,Women from 11 Protestant organizations marched for peace and against Boko Haram.,0,1559160526,CMR
6053087,120,CAO2342,2342,2015-05-21,2015,1,Violence against civilians,Attack,Unidentified Armed Group (Cameroon),,3,Civilians (Cameroon),Aid Workers (Cameroon); Women (Cameroon),7,37,Middle Africa,Cameroon,Adamaoua,Mbere,Meiganga,Meiganga,6.5167,14.3000,1,Aid Worker Security Database,Local partner-Other,"""Two INGO national staff members were shot after being ambushed by armed assailants while travelling from the project site back to their base of operations.""",0,1571164539,CMR
6319670,120,CAO400,400,2015-05-12,2015,2,Strategic developments,Change to group/activity,Military Forces of Cameroon (1982-),,1,,,0,10,Middle Africa,Cameroon,Extreme-Nord,Diamare,Maroua 2,Maroua,10.5909,14.3159,2,Xinhua,International,"Movement of forces: Cameroon sent military reinforcements to the border with Nigeria, near Maroua, in anticipation of further fighting with Boko Haram.",0,1572403792,CMR
6226634,120,CAO398,398,2015-05-09,2015,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Mora,Mora,11.0485,14.1476,2,AFP; Xinhua,International,A Cameroonian soldier was killed and two others injured while on patrol in the far north when they were ambused by Boko Haram militants.,1,1572403604,CMR
6226635,120,CAO399,399,2015-05-09,2015,1,Battles,Armed clash,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Tsanaga,Mokolo,Zelevet,11.0051,13.8014,2,Cameroon Tribune; RFI,National-International,"Boko Haram clashed with the Cameroonian military on a patrol near Zevelet, killing two soldiers, and injuring three soldiers and a civilian. The military returned fire, killing around 60 militants.",62,1572403604,CMR
5636647,120,CAO397,397,2015-04-23,2015,1,Protests,Peaceful protest,Protesters (Cameroon),,6,,,0,60,Middle Africa,Cameroon,Littoral,Moungo,Dibombari,Dibombari,4.1787,9.6561,1,AFP,International,Farmers started a series of protests against the Socapalm multinational firm by occupying the Dibombari palm plantation.,0,1563903164,CMR
6317934,120,CAO396,396,2015-04-17,2015,1,Battles,Armed clash,Unidentified Armed Group (Cameroon),,3,Unidentified Communal Militia (Cameroon),,4,34,Middle Africa,Cameroon,Est,Lom-Et-Djerem,Betare Oya,Betare Oya,5.6000,14.0833,1,Xinhua,International,"An unidentified armed group attacked a market in the district of Betare Oya, taking hostages. Following a clash with the local population, the hostages were released.",0,1572403790,CMR
5248485,120,CAO393,393,2015-04-16,2015,1,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Amchide,11.2426,14.1372,1,AFP,International,Boko Haram fighters attacked a Cameroonian military position and burned down houses in Amchide but were repulsed without reported casualties.,0,1561469020,CMR
6226632,120,CAO394,394,2015-04-16,2015,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Bia,11.1689,14.0926,1,Daily Independent (Nigeria); AFP,Regional-International,"Boko Haram militants, the deadly Islamist sect, has attacked two villages - Bia and Blaberi - overnight in northern Cameroon. Most recent death toll indicates 19 people killed in the violence; many of the victims decapitated.",10,1572403604,CMR
6226633,120,CAO395,395,2015-04-16,2015,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kolofata,11.1621,14.0115,2,Daily Independent (Nigeria); AFP,Regional-International,"Boko Haram militants, the deadly Islamist sect, has killed no fewer than 10 people in overnight attacks on two villages in northern Cameroon. There were consecutive attacks by Boko Haram in Bia and Blaberi in the district of Kolofata in the early morning, the military reported.",9,1572403604,CMR
6317609,120,CAO392,392,2015-04-10,2015,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Logone Birni,Dabanga,11.9179,14.6431,1,Xinhua,International,Boko Haram attacked Dabanga village and killed three civilians.,3,1572403789,CMR
5248483,120,CAO391,391,2015-03-28,2015,1,Battles,Armed clash,Unidentified Armed Group (Central African Republic),,3,Garoua-Boulai Communal Militia (Cameroon),,4,34,Middle Africa,Cameroon,Est,Lom-Et-Djerem,Garoua Boulai,Garoua Boulai,5.8875,14.5508,2,AP,International,"15 heavily armed men likely from a CAR rebel group tried to carry out a kidnapping of 8 civilians but locals attacked with guns and machetes, releasing the hostages, killing several militants and taking two captive. Some were wounded but final injury and death counts are unknown.",10,1561469020,CMR
6255023,120,CAO1641,1641,2015-03-28,2015,3,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Extreme-Nord,Mayo-Tsanaga,Mokolo,Zelevet,11.0051,13.8014,2,BBC News,International,20 March-5 April. A video emerged in July 2018 showing soldiers executing two women and two children. Analysis has determined that the incident likely occurred between 20 March - 5 April 2015 near a military barrack by Zelevet. Seven soldiers were later arrested for the incident. The civilians were suspected of helping Boko Haram.,4,1572403703,CMR
6226631,120,CAO390,390,2015-03-19,2015,1,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Central African Republic),,3,Civilians (Cameroon),,7,37,Middle Africa,Cameroon,Est,Lom-Et-Djerem,Garoua Boulai,Garoua Boulai,5.8875,14.5508,2,AP; Xinhua; AFP,International,"16 people were kidnapped when a bus was seized near the CAR border at Babio by a heavily armed group believed to be made up of ex-Seleka rebels. Those kidnapped include four traditional leaders and the head of the Organization of Women of the Cameroon Peoples Democratic Movement (ORDPC). Some were later released, but reports conflicted over how many.",0,1572403604,CMR
5248481,120,CAO389,389,2015-03-14,2015,1,Protests,Peaceful protest,Protesters (Cameroon),,6,,,0,60,Middle Africa,Cameroon,Extreme-Nord,Diamare,Maroua 2,Maroua,10.5909,14.3159,1,Cameroon Tribune,National,"Around 8,000 people marched against Boko Haram and to show solidarity with the security forces.",0,1561469020,CMR
5248480,120,CAO388,388,2015-03-11,2015,2,Strategic developments,Change to group/activity,Military Forces of Chad (1990-),,8,,,0,80,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Hile Alifa,Fotokol,12.3731,14.2277,1,AFP,International,"Movement of forces: 2,500 Chadian troops who were fighting Boko Haram in Nigeria crossed back over to the Cameroonian towns of Fotokol and Maltam.",0,1561469020,CMR
5248479,120,CAO387,387,2015-03-08,2015,1,Protests,Peaceful protest,Protesters (Cameroon),Police Forces of Cameroon (1982-); Women (Cameroon),6,,,0,60,Middle Africa,Cameroon,Centre,Mfoundi,Yaounde 6,Yaounde,3.8667,11.5167,1,Cameroon Tribune,National,"Thousands of women marched to commemorate International Womens Day, show support for the countrys fight against Boko Haram, and advocate for womens rights and security. Police and their wives marched alongside of them to assure security and support.",0,1561469020,CMR
5248478,120,CAO386,386,2015-02-28,2015,1,Protests,Peaceful protest,Protesters (Cameroon),,6,,,0,60,Middle Africa,Cameroon,Centre,Mfoundi,Yaounde 6,Yaounde,3.8667,11.5167,1,AFP; AP,International,"Several thousand people, primarily youths, protested to denounce Boko Haram and its leader Abubakar Shekau.",0,1561469020,CMR
5248477,120,CAO385,385,2015-02-25,2015,1,Explosions/Remote violence,Remote explosive/landmine/IED,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Mora,Mora,11.0485,14.1476,2,Afriquinfos,Regional,2 Cameroonian soldiers and 12 civilians died as a result of IEDs on the Mora-Limani road set by Boko Haram.,14,1561469020,CMR
5636657,120,CAO384,384,2015-02-17,2015,1,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Gaboua Communal Militia (Cameroon),,4,24,Middle Africa,Cameroon,Extreme-Nord,Mayo-Tsanaga,Koza,Gaboua,10.9175,13.9899,1,AFP,International,"Seven or eight villagers were killed when they fought back against Boko Haram fighters who stole 70 cows and torched houses in Gaboua. Nine of the militants were also killed by the villagers who were armed with clubs, machetes and bows and arrows.",16,1563903164,CMR
5636658,120,CAO383,383,2015-02-16,2015,1,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,,1,12,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Waza,Waza,11.4043,14.5661,2,AFP,International,5 soldiers and 86 militants were killed in a series of clashes in the Waza region.,91,1563903164,CMR
5248474,120,CAO382,382,2015-02-15,2015,3,Violence against civilians,Attack,Military Forces of Cameroon (1982-),,1,Civilians (Cameroon),,7,17,Middle Africa,Cameroon,Extreme-Nord,Diamare,Maroua 2,Maroua,10.5909,14.3159,2,AFP,International,A human rights group claims Cameroons security forces have been using torture and illegal detention in the fight against Boko Haram in the far north. 50 people reportedly suffocated while locked in a cell and were buried in mass graves.,50,1561469020,CMR
4861743,120,CAO381,381,2015-02-12,2015,1,Battles,Armed clash,Police Forces of Cameroon (1982-),,1,Unidentified Armed Group (Nigeria),,3,13,Middle Africa,Cameroon,Sud-Ouest,Ndian,Kombo Abedimo,Bakassi Peninsula,4.5663,8.5948,1,Cameroon Tribune,National,Police officers who were patrolling the coast by boat exchanged fire with seven Nigerian gunmen that led to the death of two policemen and the disappearance of a third.,2,1552577390,CMR
6248945,120,CAO380,380,2015-02-11,2015,1,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Chad (1990-),,8,28,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Hile Alifa,Fotokol,12.3731,14.2277,1,Alwihda (Chad),Regional,"In ongoing clashes, Boko Haram attacked the positions of the Chadian military and Chad continued to reinforce its positions in Fotokol. 13 militants and one Chadian soldier were killed, several were wounded.",14,1572403696,CMR
6316482,120,CAO379,379,2015-02-09,2015,1,Violence against civilians,Abduction/forced disappearance,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Tsanaga,Mokolo,Tourou,10.9370,13.7176,1,Xinhua,International,Boko Haram hijacked a bus of 30 passengers in Tourou.,0,1572403788,CMR
5248470,120,CAO378,378,2015-02-09,2015,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kolofata,11.1621,14.0115,1,AP,International,"Extremists from Boko Haram attacked the town of Kolofata, looting food and livestock.",0,1561469020,CMR
6315811,120,CAO377,377,2015-02-08,2015,1,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Mora,Mora,11.0485,14.1476,2,Xinhua,International,Nine Cameroonian soldiers were injured in an attack by Boko Haram.,0,1572403787,CMR
6226630,120,CAO375,375,2015-02-08,2015,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Mayo-Sava,11.0263,13.9715,2,AFP; Deutsche Welle,International,"Boko Haram hijacked a bus of 20 passengers in the north between Koza and Mora, killing 12 and incrementally releasing the other 8.",12,1572403604,CMR
5248468,120,CAO376,376,2015-02-08,2015,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Cameroon),Women (Cameroon),7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Tsanaga,Mokolo,Koza,10.8708,13.8786,1,AP,International,"Boko Haram hijacked a bus near Koza, taking eight Cameroonian girls hostage and killing seven, whose bodies they scattered near the border with Nigeria.",7,1561469020,CMR
5248466,120,CAO374,374,2015-02-07,2015,1,Protests,Peaceful protest,Protesters (Cameroon),,6,,,0,60,Middle Africa,Cameroon,Littoral,Wouri,Douala 1,Douala,4.0469,9.7084,1,Catholic Information Service for Africa,Regional,Thousands marched in support of the Cameroonian army which is confronting Boko Haram.,0,1561469020,CMR
6226628,120,CAO372,372,2015-02-04,2015,1,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-),Military Forces of Chad (1990-),1,12,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Hile Alifa,Fotokol,12.3731,14.2277,2,Xinhua; AFP; AP,International,13 - 16 Chadian soldiers and 6 - 7 Cameroonian troops were killed in a counter-attack by Boko Haram in the northern town of Fotokol before they were able to repel the militants. At least 300 militants were killed in the fighting (Xinhua).,319,1572403604,CMR
6226629,120,CAO373,373,2015-02-04,2015,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Cameroon),Military Forces of Cameroon (1982-),7,27,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Hile Alifa,Fotokol,12.3731,14.2277,2,AFP; Xinhua; AP,International,"Around 800 Boko Haram militants attacked the town of Fotokol, killing 81 civilians and setting fire to buildings before being repelled by regional forces. Up to 500 civilians were wounded",81,1572403604,CMR
5248463,120,CAO371,371,2015-02-01,2015,1,Protests,Peaceful protest,Protesters (Cameroon),,6,,,0,60,Middle Africa,Cameroon,Littoral,Wouri,Douala 1,Douala,4.0469,9.7084,1,AFP,International,Hundreds demonstrated in favor of national security forces who are fighting Boko Haram in the north.,0,1561469020,CMR
6226627,120,CAO370,370,2015-01-30,2015,1,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Chad (1990-),,8,28,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Hile Alifa,Fotokol,12.3731,14.2277,2,Xinhua; AFP,International,"Boko Haram attacked a Chadian army contingent near Fotokol. 3 soldiers were killed and 12 wounded, mostly by explosive devices, and 123 militants were killed according to the military.",126,1572403604,CMR
5248458,120,CAO366,366,2015-01-28,2015,1,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Dola Communal Militia (Cameroon),,4,24,Middle Africa,Cameroon,Nord,Benoue,Pitoa,Dola,9.4348,13.5820,1,AFP,International,"Boko Haram attacked the Dola village to steal a horse, and villagers fought back with bows and arrows. Three locals and three militants were killed in the exchange.",6,1561469020,CMR
5248459,120,CAO367,367,2015-01-28,2015,1,Explosions/Remote violence,Shelling/artillery/missile attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,,,0,20,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Hile Alifa,Fotokol,12.3731,14.2277,1,AFP,International,Boko Haram fired rockets from Gambaru to Fotokol.,0,1561469020,CMR
5248460,120,CAO369,369,2015-01-28,2015,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Mora,Mora,11.0485,14.1476,2,AFP,International,Boko Haram militants killed two elderly and two youth in Ashigashiya.,4,1561469020,CMR
5248457,120,CAO365,365,2015-01-27,2015,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Waza,Gnam-Gnam,11.4267,14.5327,1,AFP,International,"Boko Haram attacked the Gnam-Gnam area, killing three villagers and burning houses.",3,1561469020,CMR
5248456,120,CAO364,364,2015-01-21,2015,1,Protests,Peaceful protest,Protesters (Cameroon),,6,,,0,60,Middle Africa,Cameroon,Centre,Mfoundi,Yaounde 6,Yaounde,3.8667,11.5167,1,AFP,International,A few dozens marched to protest activities of Boko Haram and in favor of the Cameroon military.,0,1561469020,CMR
5248453,120,CAO361,361,2015-01-20,2015,2,Explosions/Remote violence,Remote explosive/landmine/IED,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-),Civilians (Cameroon),1,12,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Kousseri,Kousseri,12.0769,15.0306,2,AFP,International,Exposives buried by Boko Haram on the Fotokol - Kousseri road have recently killed an unspecified number of military personnel.,10,1561469020,CMR
5248454,120,CAO362,362,2015-01-20,2015,2,Explosions/Remote violence,Remote explosive/landmine/IED,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Hile Alifa,Fotokol,12.3731,14.2277,2,AFP,International,Exposives buried by Boko Haram on the Fotokol - Kousseri road have recently killed an unspecified number of civilians. Truckers and other civilians have almost entirely ceased using the road.,10,1561469020,CMR
5636662,120,CAO363,363,2015-01-20,2015,1,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Bonderi,11.2336,14.0134,1,AFP,International,"Troops fought in ""heavy clashes"" with Boko Haram, leaving two Cameroonian soliders injured.",0,1563903164,CMR
6226626,120,CAO360,360,2015-01-18,2015,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Tsanaga,Mogode,Mayo-Tsanaga,10.4591,13.7533,2,AFP; Deutsche Welle; AP; RFI,International,"Boko Haram attacked the Mayo Tsanaga district - including the villages of Maki, Maba and Mmokolo. They kidnapped up to 80 people in their largest kidnapping yet in Cameroon, burning houses and killing three.",3,1572403604,CMR
5248450,120,CAO358,358,2015-01-17,2015,1,Protests,Peaceful protest,Protesters (Cameroon),,6,,,0,60,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Kousseri,Kousseri,12.0769,15.0306,1,AFP,International,Thousands of Cameroonians rallied in Kousseri in support of Chadian troops which arrived there to assist Cameroon and Nigeria in their fight against Boko Haram.,0,1561469020,CMR
5636663,120,CAO359,359,2015-01-17,2015,1,Strategic developments,Change to group/activity,Military Forces of Chad (1990-),,8,,,0,80,Middle Africa,Cameroon,Extreme-Nord,Logone-Et-Chari,Kousseri,Kousseri,12.0769,15.0306,1,AFP,International,"Movement of forces: Chad has deployed a large military force, including at least 400 vehicles and helicopters, to assist Nigeria and Cameroon in their fight against Boko Haram. The vehicles arrived in Kousseri on Jan.17.",0,1563903164,CMR
6316297,120,CAO357,357,2015-01-16,2015,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Mora,Mora,11.0485,14.1476,1,Xinhua,International,3 people were killed by Boko Haram fighters while traveling in a pick-up truck.,3,1572403787,CMR
6226625,120,CAO356,356,2015-01-12,2015,1,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-),,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Kolofata,11.1621,14.0115,1,Premium Times (Nigeria); Cameroon Tribune,National-Regional,"Boko Haram fighters attacked a Cameroonian military base in Kolofata, killing 1 soldier. The Cameroonian military claims it killed 143 Boko Haram fighters and repulsed the attack at the military base and other strategic areas around the locality over 5 hours.",144,1572403604,CMR
6314783,120,CAO355,355,2015-01-02,2015,1,Strategic developments,Change to group/activity,Military Forces of Cameroon (1982-),,1,,,0,10,Middle Africa,Cameroon,Centre,Mfoundi,Yaounde 6,Yaounde,3.8667,11.5167,1,Vanguard (Nigeria),Regional,"Recruitment: Cameroon has said it is recruiting 20,000 more defence and security forces to fight Boko Haram following reports that the militant group, based in Nigeria, is recruiting young Cameroonians to fight for them.",0,1572403786,CMR
6226624,120,CAO354,354,2015-01-01,2015,1,Violence against civilians,Attack,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Civilians (Cameroon),,7,27,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Mora,Mora,11.0485,14.1476,2,Xinhua; RFI,International,"Boko Haram fighters attacked a bus on the Waza-Mora road, killing 11 passengers and injuring 6 others. The fighters then took the remaining passengers hostage and transported them away using the bus.",11,1572403604,CMR
5248445,120,CAO353,353,2014-12-29,2014,1,Riots,Mob violence,Rioters (Cameroon),,5,Police Forces of Cameroon (1982-),,1,15,Middle Africa,Cameroon,Nord-Ouest,Ngo-ketunjia,Balikumbat,Bamali,5.9455,10.4220,1,Cameroon Tribune,National,"At least 15 people, including 12 security personnel, were wounded in a clash with residents of Bamali while police attempted to receover firearms allegedly stolen from Bamali palace.",0,1561469020,CMR
5248444,120,CAO352,352,2014-12-29,2014,1,Explosions/Remote violence,Remote explosive/landmine/IED,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Amchide,11.2426,14.1372,2,Afriquinfos,Regional,"A vehicle of the BIR hit an improvised explosive device, killing 2 soldiers and injuring 2 others.",2,1561469020,CMR
6226622,120,CAO350,350,2014-12-28,2014,1,Battles,Non-state actor overtakes territory,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Mora,Mora,11.0485,14.1476,1,Xinhua; BBC News,International,"Boko Haram attacked the village of Achigchia, forcing the Cameroonian military to retreat. They also took the nearby military base.",0,1572403604,CMR
6226623,120,CAO351,351,2014-12-28,2014,1,Battles,Government regains territory,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Mora,Mora,11.0485,14.1476,1,RFI; Xinhua; BBC News,International,"The Cameroonian military, including elements of the Rapid Intervention Battalion, took back the military base near Ashigashiya with the help of air strikes. 8 soldiers have been reported missing since they took back the camp.",0,1572403604,CMR
6226615,120,CAO343,343,2014-12-26,2014,2,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Amchide,11.2426,14.1372,1,Xinhua; BBC News,International,"Boko Haram attacked a number of Cameroonian villages starting on Dec.26 and continuing over the weekend, including: Amchide, Limani, Makari, Chogori, Doble, and Waza. The Cameroonian military opposed them, including the air force of Rapid Intervention Battalion. 41 Boko Haram fighters were killed in total, but they took their worst losses in Chogori at 34 killed. 1 Cameroonian soldier was killed on the Waza-Mora highway and 3 air force pilots were seriously injured.",2,1572403604,CMR
6226616,120,CAO344,344,2014-12-26,2014,2,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Mora,Double-Alagarno,11.1742,14.2452,1,BBC News; Xinhua,International,"Boko Haram attacked a number of Cameroonian villages starting on Dec.26 and continuing over the weekend, including: Amchide, Limani, Makari, Chogori, Doble, and Waza. The Cameroonian military opposed them, including the air force of Rapid Intervention Battalion. 41 Boko Haram fighters were killed in total, but they took their worst losses in Chogori at 34 killed. 1 Cameroonian soldier was killed on the Waza-Mora highway and 3 air force pilots were seriously injured.",1,1572403604,CMR
6226618,120,CAO346,346,2014-12-26,2014,2,Battles,Armed clash,Boko Haram - Jamatu Ahli is-Sunnah lid-Dawatai wal-Jihad,,2,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,,1,12,Middle Africa,Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Limani,11.2331,14.1711,1,Xinhua; BBC News,International,"Boko Haram attacked a number of Cameroonian villages starting on Dec.26 and continuing over the weekend, including: Amchide, Limani, Makari, Chogori, Doble, and Waza. The Cameroonian military opposed them, including the air force of Rapid Intervention Battalion. 41 Boko Haram fighters were killed in total, but they took their worst losses in Chogori at 34 killed. 1 Cameroonian soldier was killed on the Waza-Mora highway and 3 air force pilots were seriously injured.",2,1572403604,CMR
